posting_id,URL,first_seen,last_processed,title_id,company_id,location_id,city_id,country_id,search_pos_id,job_level_id,onsite_flag_id
1105502,https://www.linkedin.com/jobs/view/us-data-reporting-analyst-at-riverside-natural-foods-ltd-home-of-madegood-3783155786,1/13/2024,45:09.2,1900,1456,""Chicago",403,1,17,1,"1"
1107239,https://au.linkedin.com/jobs/view/senior-data-analyst-flights-team-bangkok-based-relocation-provided-at-agoda-3750890533,1/13/2024,45:09.2,530,73,""Melbour",127,4,14,1,"1"
1108811,https://www.linkedin.com/jobs/view/solution-data-architect-security-at-clickjobs-io-3797094168,1/14/2024,08:34.3,6456,60,""Somerse",324,1,425,1,"1"
1109836,https://www.linkedin.com/jobs/view/lead-software-engineer-data-analytics-at-clickjobs-io-3803522873,1/13/2024,45:09.2,668,60,""Valleyv",59,1,29,1,"1"
1110497,https://uk.linkedin.com/jobs/view/pricing-analyst-master-data-manager-at-b-s-media-internetmarketing-3804363307,1/13/2024,45:09.2,1075,848,""Notting",46,2,14,1,"1"
1110600,https://www.linkedin.com/jobs/view/data-analyst-at-kforce-inc-3800582839,1/13/2024,45:09.2,61,162,""Tampa, ",527,1,14,2,"1"
1110675,https://www.linkedin.com/jobs/view/data-engineering-supervisor-in-denver-co-usa-at-energy-jobline-3792003569,1/15/2024,55:13.2,739,13,""Denver,",22,1,60,1,"1"
1110959,https://www.linkedin.com/jobs/view/business-architect-lead-aml-sanctions-at-usaa-3804608470,1/14/2024,20:03.5,5170,1577,""Charlot",71,1,4,1,"1"
1111734,https://ca.linkedin.com/jobs/view/biopharmaceuticals-medical-evidence-%E2%80%93-director-health-data-implementation-at-astrazeneca-3784874725,1/15/2024,06:49.3,6130,372,""Mississ",179,3,30,1,"1"
1111894,https://www.linkedin.com/jobs/view/cloud-data-engineer-at-capgemini-3794600197,1/14/2024,01:35.9,3562,1248,""Dallas,",46,1,6,1,"1"
1113743,https://www.linkedin.com/jobs/view/data-architect-data-modular%C2%A0-at-rapid-consulting-services-3768000997,1/13/2024,45:09.2,2773,2133,""Piscata",138,1,98,1,"1"
1113935,https://www.linkedin.com/jobs/view/program-analyst-data-management-at-systems-planning-and-analysis-inc-3782809845,1/13/2024,45:09.2,1159,915,""Ogden, ",438,1,14,1,"1"
1114675,https://www.linkedin.com/jobs/view/ppm-power-plan-ppm-functional-consultant-data-analyst-at-dice-3805520331,1/13/2024,45:09.2,2611,5,"United S",134,1,97,1,"1"
1116916,https://www.linkedin.com/jobs/view/data-center-technical-operations-engineer-at-tekwissen-%C2%AE-3745369447,1/14/2024,23:02.8,4871,1594,""Chantil",330,1,179,1,"1"
1117183,https://www.linkedin.com/jobs/view/data-support-supervisor-at-viaero-wireless-3782267346,1/14/2024,28:50.5,645,543,""Fort Mo",105,1,188,1,"1"
1117354,https://www.linkedin.com/jobs/view/global-oil-gas-senior-data-scientist-expert-at-matchatalent-3801261575,1/12/2024,45:09.2,355,309,""Fairban",595,1,31,1,"1"
1118510,https://www.linkedin.com/jobs/view/traveling-controls-project-manager-msg-data-centers-at-turner-construction-company-3807905512,1/17/2024,05:39.0,4787,121,""Indiana",52,1,273,1,"1"
1119086,https://www.linkedin.com/jobs/view/java-big-data-sre-engineer-at-the-dignify-solutions-llc-3768004890,1/13/2024,45:09.2,3289,500,""St Paul",351,1,21,1,"1"
1119727,https://www.linkedin.com/jobs/view/lead-data-scientist-at-fusemachines-3787752391,1/16/2024,17:39.9,91,952,""New Yor",173,1,24,1,"1"
1119896,https://www.linkedin.com/jobs/view/senior-mls-engineer-autonomous-driving-startup-at-recruiting-from-scratch-3744391730,1/14/2024,35:35.0,352,12,""Medford",391,1,179,1,"1"
1121574,https://www.linkedin.com/jobs/view/sr-business-systems-analyst-%E2%80%93-pharmacy-data-analytics-compliance-at-publix-super-markets-3797519670,1/14/2024,28:41.9,6031,732,""Lakelan",243,1,14,1,"1"
1122640,https://www.linkedin.com/jobs/view/senior-data-engineer-at-jobs-for-humanity-3804602044,1/14/2024,10:10.8,6,1,""South B",293,1,1,1,"1"
1122883,https://www.linkedin.com/jobs/view/oracle-database-administrator-at-mutual-of-omaha-3799956184,1/13/2024,45:09.2,357,1667,""Omaha, ",99,1,6,2,"1"
1122918,https://www.linkedin.com/jobs/view/salesforce-data-analyst-at-software-technology-inc-3778536234,1/13/2024,45:09.2,3616,538,""New Yor",129,1,17,2,"1"
1124716,https://www.linkedin.com/jobs/view/product-architect-ai-ml-model-development-platform-at-vanguard-3802323408,1/13/2024,45:09.2,2759,265,""Charlot",82,1,98,2,"1"
