"pos_num","URI","URL","pub_date","update_date","section","subsection","byline","type","keywords"
12,"nyt://article/3e1035fc-7d59-5356-979d-e92448b0b999","https://www.nytimes.com/2024/03/18/books/tommy-orange-there-there-wandering-stars.html","2024-03-18","2024-03-19 15:44:50","Books","","By Elisabeth Egan","Article","Random House"
12,"nyt://article/3e1035fc-7d59-5356-979d-e92448b0b999","https://www.nytimes.com/2024/03/18/books/tommy-orange-there-there-wandering-stars.html","2024-03-18","2024-03-19 15:44:50","Books","","By Elisabeth Egan","Article","Bronx (NYC)"
12,"nyt://article/3e1035fc-7d59-5356-979d-e92448b0b999","https://www.nytimes.com/2024/03/18/books/tommy-orange-there-there-wandering-stars.html","2024-03-18","2024-03-19 15:44:50","Books","","By Elisabeth Egan","Article","Oakland (Calif)"
13,"nyt://article/a4d0cb8b-9f32-5ff7-8071-6ebbe282c673","https://www.nytimes.com/2024/03/21/world/americas/mexico-timeshare-fraud-cartel.html","2024-03-21","2024-03-23 22:35:00","World","Americas","By Maria Abi-Habib","Article","Real Estate and Housing (Residential)"
13,"nyt://article/a4d0cb8b-9f32-5ff7-8071-6ebbe282c673","https://www.nytimes.com/2024/03/21/world/americas/mexico-timeshare-fraud-cartel.html","2024-03-21","2024-03-23 22:35:00","World","Americas","By Maria Abi-Habib","Article","Drug Cartels"
13,"nyt://article/a4d0cb8b-9f32-5ff7-8071-6ebbe282c673","https://www.nytimes.com/2024/03/21/world/americas/mexico-timeshare-fraud-cartel.html","2024-03-21","2024-03-23 22:35:00","World","Americas","By Maria Abi-Habib","Article","Frauds and Swindling"
13,"nyt://article/a4d0cb8b-9f32-5ff7-8071-6ebbe282c673","https://www.nytimes.com/2024/03/21/world/americas/mexico-timeshare-fraud-cartel.html","2024-03-21","2024-03-23 22:35:00","World","Americas","By Maria Abi-Habib","Article","Time-Sharing"
13,"nyt://article/a4d0cb8b-9f32-5ff7-8071-6ebbe282c673","https://www.nytimes.com/2024/03/21/world/americas/mexico-timeshare-fraud-cartel.html","2024-03-21","2024-03-23 22:35:00","World","Americas","By Maria Abi-Habib","Article","Elderly"
13,"nyt://article/a4d0cb8b-9f32-5ff7-8071-6ebbe282c673","https://www.nytimes.com/2024/03/21/world/americas/mexico-timeshare-fraud-cartel.html","2024-03-21","2024-03-23 22:35:00","World","Americas","By Maria Abi-Habib","Article","Jalisco New Generation Cartel"
13,"nyt://article/a4d0cb8b-9f32-5ff7-8071-6ebbe282c673","https://www.nytimes.com/2024/03/21/world/americas/mexico-timeshare-fraud-cartel.html","2024-03-21","2024-03-23 22:35:00","World","Americas","By Maria Abi-Habib","Article","Federal Bureau of Investigation"
13,"nyt://article/a4d0cb8b-9f32-5ff7-8071-6ebbe282c673","https://www.nytimes.com/2024/03/21/world/americas/mexico-timeshare-fraud-cartel.html","2024-03-21","2024-03-23 22:35:00","World","Americas","By Maria Abi-Habib","Article","Mexico"
13,"nyt://article/a4d0cb8b-9f32-5ff7-8071-6ebbe282c673","https://www.nytimes.com/2024/03/21/world/americas/mexico-timeshare-fraud-cartel.html","2024-03-21","2024-03-23 22:35:00","World","Americas","By Maria Abi-Habib","Article","Puerto Vallarta (Mexico)"
14,"nyt://article/b7ab3dd1-e13f-5c15-9a76-2a989c5daee9","https://www.nytimes.com/2024/03/16/us/politics/trump-speech-ohio.html","2024-03-16","2024-03-18 15:40:59","U.S.","Politics","By Anjali Huynh and Michael Gold","Article","Presidential Election of 2024"
14,"nyt://article/b7ab3dd1-e13f-5c15-9a76-2a989c5daee9","https://www.nytimes.com/2024/03/16/us/politics/trump-speech-ohio.html","2024-03-16","2024-03-18 15:40:59","U.S.","Politics","By Anjali Huynh and Michael Gold","Article","Speeches and Statements"
14,"nyt://article/b7ab3dd1-e13f-5c15-9a76-2a989c5daee9","https://www.nytimes.com/2024/03/16/us/politics/trump-speech-ohio.html","2024-03-16","2024-03-18 15:40:59","U.S.","Politics","By Anjali Huynh and Michael Gold","Article","Elections, Senate"
14,"nyt://article/b7ab3dd1-e13f-5c15-9a76-2a989c5daee9","https://www.nytimes.com/2024/03/16/us/politics/trump-speech-ohio.html","2024-03-16","2024-03-18 15:40:59","U.S.","Politics","By Anjali Huynh and Michael Gold","Article","Primaries and Caucuses"
14,"nyt://article/b7ab3dd1-e13f-5c15-9a76-2a989c5daee9","https://www.nytimes.com/2024/03/16/us/politics/trump-speech-ohio.html","2024-03-16","2024-03-18 15:40:59","U.S.","Politics","By Anjali Huynh and Michael Gold","Article","Trump, Donald J"
14,"nyt://article/b7ab3dd1-e13f-5c15-9a76-2a989c5daee9","https://www.nytimes.com/2024/03/16/us/politics/trump-speech-ohio.html","2024-03-16","2024-03-18 15:40:59","U.S.","Politics","By Anjali Huynh and Michael Gold","Article","Moreno, Bernie (1967- )"
14,"nyt://article/b7ab3dd1-e13f-5c15-9a76-2a989c5daee9","https://www.nytimes.com/2024/03/16/us/politics/trump-speech-ohio.html","2024-03-16","2024-03-18 15:40:59","U.S.","Politics","By Anjali Huynh and Michael Gold","Article","Republican Party"
14,"nyt://article/b7ab3dd1-e13f-5c15-9a76-2a989c5daee9","https://www.nytimes.com/2024/03/16/us/politics/trump-speech-ohio.html","2024-03-16","2024-03-18 15:40:59","U.S.","Politics","By Anjali Huynh and Michael Gold","Article","Ohio"
15,"nyt://article/cf4cd31e-1358-52c8-8d6b-3199e3916e13","https://www.nytimes.com/2024/03/20/opinion/oprah-ozempic-special-obesity.html","2024-03-20","2024-03-22 21:11:39","Opinion","","By Tressie McMillan Cottom","Article","Weight"
15,"nyt://article/cf4cd31e-1358-52c8-8d6b-3199e3916e13","https://www.nytimes.com/2024/03/20/opinion/oprah-ozempic-special-obesity.html","2024-03-20","2024-03-22 21:11:39","Opinion","","By Tressie McMillan Cottom","Article","Obesity"
15,"nyt://article/cf4cd31e-1358-52c8-8d6b-3199e3916e13","https://www.nytimes.com/2024/03/20/opinion/oprah-ozempic-special-obesity.html","2024-03-20","2024-03-22 21:11:39","Opinion","","By Tressie McMillan Cottom","Article","Diet and Nutrition"
15,"nyt://article/cf4cd31e-1358-52c8-8d6b-3199e3916e13","https://www.nytimes.com/2024/03/20/opinion/oprah-ozempic-special-obesity.html","2024-03-20","2024-03-22 21:11:39","Opinion","","By Tressie McMillan Cottom","Article","Television"
15,"nyt://article/cf4cd31e-1358-52c8-8d6b-3199e3916e13","https://www.nytimes.com/2024/03/20/opinion/oprah-ozempic-special-obesity.html","2024-03-20","2024-03-22 21:11:39","Opinion","","By Tressie McMillan Cottom","Article","Race and Ethnicity"
