"pos_num","URI","URL","pub_date","update_date","section","subsection","byline","type","keywords"
15,"nyt://article/cf4cd31e-1358-52c8-8d6b-3199e3916e13","https://www.nytimes.com/2024/03/20/opinion/oprah-ozempic-special-obesity.html","2024-03-20","2024-03-22 21:11:39","Opinion","","By Tressie McMillan Cottom","Article","Women and Girls"
15,"nyt://article/cf4cd31e-1358-52c8-8d6b-3199e3916e13","https://www.nytimes.com/2024/03/20/opinion/oprah-ozempic-special-obesity.html","2024-03-20","2024-03-22 21:11:39","Opinion","","By Tressie McMillan Cottom","Article","Black People"
15,"nyt://article/cf4cd31e-1358-52c8-8d6b-3199e3916e13","https://www.nytimes.com/2024/03/20/opinion/oprah-ozempic-special-obesity.html","2024-03-20","2024-03-22 21:11:39","Opinion","","By Tressie McMillan Cottom","Article","Beauty (Concept)"
15,"nyt://article/cf4cd31e-1358-52c8-8d6b-3199e3916e13","https://www.nytimes.com/2024/03/20/opinion/oprah-ozempic-special-obesity.html","2024-03-20","2024-03-22 21:11:39","Opinion","","By Tressie McMillan Cottom","Article","Semaglutide (Drug)"
15,"nyt://article/cf4cd31e-1358-52c8-8d6b-3199e3916e13","https://www.nytimes.com/2024/03/20/opinion/oprah-ozempic-special-obesity.html","2024-03-20","2024-03-22 21:11:39","Opinion","","By Tressie McMillan Cottom","Article","Content Type: Personal Profile"
15,"nyt://article/cf4cd31e-1358-52c8-8d6b-3199e3916e13","https://www.nytimes.com/2024/03/20/opinion/oprah-ozempic-special-obesity.html","2024-03-20","2024-03-22 21:11:39","Opinion","","By Tressie McMillan Cottom","Article","Winfrey, Oprah"
15,"nyt://article/cf4cd31e-1358-52c8-8d6b-3199e3916e13","https://www.nytimes.com/2024/03/20/opinion/oprah-ozempic-special-obesity.html","2024-03-20","2024-03-22 21:11:39","Opinion","","By Tressie McMillan Cottom","Article","Weight Watchers International Inc"
16,"nyt://article/5e57f3d7-9587-5090-815a-3b857450a096","https://www.nytimes.com/2024/03/20/movies/m-emmet-walsh-dead.html","2024-03-20","2024-03-21 21:41:02","Movies","","By Matt Twomey","Article","Deaths (Obituaries)"
16,"nyt://article/5e57f3d7-9587-5090-815a-3b857450a096","https://www.nytimes.com/2024/03/20/movies/m-emmet-walsh-dead.html","2024-03-20","2024-03-21 21:41:02","Movies","","By Matt Twomey","Article","Actors and Actresses"
16,"nyt://article/5e57f3d7-9587-5090-815a-3b857450a096","https://www.nytimes.com/2024/03/20/movies/m-emmet-walsh-dead.html","2024-03-20","2024-03-21 21:41:02","Movies","","By Matt Twomey","Article","Movies"
16,"nyt://article/5e57f3d7-9587-5090-815a-3b857450a096","https://www.nytimes.com/2024/03/20/movies/m-emmet-walsh-dead.html","2024-03-20","2024-03-21 21:41:02","Movies","","By Matt Twomey","Article","Television"
16,"nyt://article/5e57f3d7-9587-5090-815a-3b857450a096","https://www.nytimes.com/2024/03/20/movies/m-emmet-walsh-dead.html","2024-03-20","2024-03-21 21:41:02","Movies","","By Matt Twomey","Article","Walsh, M Emmet"
16,"nyt://article/5e57f3d7-9587-5090-815a-3b857450a096","https://www.nytimes.com/2024/03/20/movies/m-emmet-walsh-dead.html","2024-03-20","2024-03-21 21:41:02","Movies","","By Matt Twomey","Article","Coen, Ethan"
16,"nyt://article/5e57f3d7-9587-5090-815a-3b857450a096","https://www.nytimes.com/2024/03/20/movies/m-emmet-walsh-dead.html","2024-03-20","2024-03-21 21:41:02","Movies","","By Matt Twomey","Article","Coen, Joel"
17,"nyt://article/75bc35c8-0afa-5003-a34f-9a8bfded3b6f","https://www.nytimes.com/2024/03/22/world/europe/isis-moscow-attack-concert-hall.html","2024-03-22","2024-03-23 12:28:04","World","Europe","By Julian E. Barnes and Eric Schmitt","Article","Moscow Concert Hall Shooting (March 2024)"
17,"nyt://article/75bc35c8-0afa-5003-a34f-9a8bfded3b6f","https://www.nytimes.com/2024/03/22/world/europe/isis-moscow-attack-concert-hall.html","2024-03-22","2024-03-23 12:28:04","World","Europe","By Julian E. Barnes and Eric Schmitt","Article","Terrorism"
17,"nyt://article/75bc35c8-0afa-5003-a34f-9a8bfded3b6f","https://www.nytimes.com/2024/03/22/world/europe/isis-moscow-attack-concert-hall.html","2024-03-22","2024-03-23 12:28:04","World","Europe","By Julian E. Barnes and Eric Schmitt","Article","Espionage and Intelligence Services"
17,"nyt://article/75bc35c8-0afa-5003-a34f-9a8bfded3b6f","https://www.nytimes.com/2024/03/22/world/europe/isis-moscow-attack-concert-hall.html","2024-03-22","2024-03-23 12:28:04","World","Europe","By Julian E. Barnes and Eric Schmitt","Article","Islamic State Khorasan"
17,"nyt://article/75bc35c8-0afa-5003-a34f-9a8bfded3b6f","https://www.nytimes.com/2024/03/22/world/europe/isis-moscow-attack-concert-hall.html","2024-03-22","2024-03-23 12:28:04","World","Europe","By Julian E. Barnes and Eric Schmitt","Article","Moscow (Russia)"
18,"nyt://article/e6356667-0e72-5664-b5e0-1f53858e7d31","https://www.nytimes.com/2024/03/17/opinion/india-ambani-merchant-wedding.html","2024-03-17","2024-03-18 15:07:28","Opinion","","By Sonia Faleiro","Article","Weddings and Engagements"
18,"nyt://article/e6356667-0e72-5664-b5e0-1f53858e7d31","https://www.nytimes.com/2024/03/17/opinion/india-ambani-merchant-wedding.html","2024-03-17","2024-03-18 15:07:28","Opinion","","By Sonia Faleiro","Article","High Net Worth Individuals"
18,"nyt://article/e6356667-0e72-5664-b5e0-1f53858e7d31","https://www.nytimes.com/2024/03/17/opinion/india-ambani-merchant-wedding.html","2024-03-17","2024-03-18 15:07:28","Opinion","","By Sonia Faleiro","Article","Poverty"
18,"nyt://article/e6356667-0e72-5664-b5e0-1f53858e7d31","https://www.nytimes.com/2024/03/17/opinion/india-ambani-merchant-wedding.html","2024-03-17","2024-03-18 15:07:28","Opinion","","By Sonia Faleiro","Article","Hinduism"
18,"nyt://article/e6356667-0e72-5664-b5e0-1f53858e7d31","https://www.nytimes.com/2024/03/17/opinion/india-ambani-merchant-wedding.html","2024-03-17","2024-03-18 15:07:28","Opinion","","By Sonia Faleiro","Article","Income Inequality"
18,"nyt://article/e6356667-0e72-5664-b5e0-1f53858e7d31","https://www.nytimes.com/2024/03/17/opinion/india-ambani-merchant-wedding.html","2024-03-17","2024-03-18 15:07:28","Opinion","","By Sonia Faleiro","Article","Ambani, Mukesh D"
18,"nyt://article/e6356667-0e72-5664-b5e0-1f53858e7d31","https://www.nytimes.com/2024/03/17/opinion/india-ambani-merchant-wedding.html","2024-03-17","2024-03-18 15:07:28","Opinion","","By Sonia Faleiro","Article","Modi, Narendra"
18,"nyt://article/e6356667-0e72-5664-b5e0-1f53858e7d31","https://www.nytimes.com/2024/03/17/opinion/india-ambani-merchant-wedding.html","2024-03-17","2024-03-18 15:07:28","Opinion","","By Sonia Faleiro","Article","India"
19,"nyt://interactive/28e67a61-119e-565b-ad87-268db73a1b8a","https://www.nytimes.com/interactive/2024/03/21/realestate/21hunt-zero.html","2024-03-21","2024-03-22 12:10:19","Real Estate","","By Livia Albeck-Ripka","Interactive","Real Estate and Housing (Residential)"
19,"nyt://interactive/28e67a61-119e-565b-ad87-268db73a1b8a","https://www.nytimes.com/interactive/2024/03/21/realestate/21hunt-zero.html","2024-03-21","2024-03-22 12:10:19","Real Estate","","By Livia Albeck-Ripka","Interactive","Content Type: Personal Profile"
19,"nyt://interactive/28e67a61-119e-565b-ad87-268db73a1b8a","https://www.nytimes.com/interactive/2024/03/21/realestate/21hunt-zero.html","2024-03-21","2024-03-22 12:10:19","Real Estate","","By Livia Albeck-Ripka","Interactive","Santa Barbara (Calif)"
20,"nyt://article/bf593658-4612-517f-9a45-82e3beac900d","https://www.nytimes.com/2024/03/23/world/europe/what-we-know-kate-catherine-princess-wales-cancer.html","2024-03-23","2024-03-24 08:50:00","World","Europe","By Isabella Kwai","Article","Chemotherapy"
20,"nyt://article/bf593658-4612-517f-9a45-82e3beac900d","https://www.nytimes.com/2024/03/23/world/europe/what-we-know-kate-catherine-princess-wales-cancer.html","2024-03-23","2024-03-24 08:50:00","World","Europe","By Isabella Kwai","Article","Cancer"
20,"nyt://article/bf593658-4612-517f-9a45-82e3beac900d","https://www.nytimes.com/2024/03/23/world/europe/what-we-know-kate-catherine-princess-wales-cancer.html","2024-03-23","2024-03-24 08:50:00","World","Europe","By Isabella Kwai","Article","Royal Families"
20,"nyt://article/bf593658-4612-517f-9a45-82e3beac900d","https://www.nytimes.com/2024/03/23/world/europe/what-we-know-kate-catherine-princess-wales-cancer.html","2024-03-23","2024-03-24 08:50:00","World","Europe","By Isabella Kwai","Article","Catherine, Princess of Wales"
20,"nyt://article/bf593658-4612-517f-9a45-82e3beac900d","https://www.nytimes.com/2024/03/23/world/europe/what-we-know-kate-catherine-princess-wales-cancer.html","2024-03-23","2024-03-24 08:50:00","World","Europe","By Isabella Kwai","Article","Great Britain"
